codigo;digito;nombre_establecimiento;codigo_region;nombre_region;codigo_comuna;nombre_comuna;dependencia1;dependencia2;grupo;cod_rural_rbd;prom_lect2m_rbd;prom_mate2m_rbd;cod_est;docente_aula;horas_aula;docente_utp;horas_utp;docente_inspector;horas_inspector;docente_orientacion;horas_orientacion;docentes_total;horas_total;promedio_asistencia;MAT_HOM_TOT;MAT_MUJ_TOT;MAT_TOTAL;N_PRIO;N_PRIO_BEN;N_PREF;N_PREF_BEN;N_BEN;PAGO_MATRICULA;PAGO_MENSUAL;LATITUD;LONGITUD;PORC_VIV;PERSONAS;VP;VIV_CASAS;VIV_DEPTO;VIV_MEDIAGUA;AREAS_VERDES;ESTAB_DEPORTIVOS;ESTAB_CARABINEROS;CANTIDAD_PARADEROS;TOTAL_ESTAB_SALUD;VIV_CONVENTILLO;UNIVERSIDADES;TOTAL_EST_EDUC;SECTOR_RM;AREA_VERDE_PERSONA;ESTAB_SALUD_PERSONA;DEPORTE_PERSONA;PERSONAS_VP;Min_Dist_Metro;Mean_Dist_Metro;HH_D_A;HH_D_UTP;HH_D_IG;HH_D_OR;HH_D_TOT;PROM_MATE;cluster
24783;9;COLONIAL DE PIRQUE;13;METROPOLITANA DE SANTIAGO;13202;PIRQUE;4;3;5;1;233;277;24783-9;23;889;0;0;0;0;0;0;27;1065;95,81750857;181;179;360;10;0;49;0;0;MAS DE $100.000;MAS DE $100.000;-33,630363;-70,57308;100;340;93;93;0;0;2688,633962;0;0;0;0;0;0;0;Otra;7,907746946;0;0;3,655913978;2341,408042;19761,85513;38,65217391;;;;39,44444444;277;Grupo 2
24790;1;COLEGIO EL PRADO;13;METROPOLITANA DE SANTIAGO;13124;PUDAHUEL;3;2;3;1;242;237;24790-1;15;528;0;0;1;44;0;0;18;660;86,92152334;202;193;395;179;179;116;0;179;$1.000 A $10.000;$50.001 A $100.000;-33,46512017;-70,73322509;100;7683;2501;2059;437;0;38154,16898;3;0;10;0;1;0;2;Zona Poniente;4,96605089;0;0,000390472;3,071971212;533,054982;10294,38303;35,2;;44;;36,66666667;237;Grupo 2
24795;2;COLEGIO EMAUS;13;METROPOLITANA DE SANTIAGO;13114;LAS CONDES;4;3;5;1;224;269;24795-2;8;183;0;0;0;0;0;0;11;288;90,48419541;31;17;48;5;0;4;0;0;MAS DE $100.000;MAS DE $100.000;-33,39934;-70,55994;100;6425;2868;667;2189;0;5255,617301;2;0;2;0;9;0;3;Zona Oriente;0,817994911;0;0,000311284;2,240237099;1047,135046;11731,55415;22,875;;;;26,18181818;269;Grupo 2
24798;7;COLEGIO SANTA MARIA DE LO CANAS;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;4;3;5;1;249;292;24798-7;42;1481;0;0;1;44;1;35;48;1736;99,90418437;419;499;918;34;0;78;0;0;MAS DE $100.000;MAS DE $100.000;-33,527627;-70,5523;100;8221;2343;1406;882;37;105965,8193;8;0;27;0;14;0;6;Zona Sur;12,88965081;0;0,000973118;3,508749466;3689,856411;12135,27496;35,26190476;;44;35;36,16666667;292;Grupo 1
24800;2;COLEGIO FLORIDA HIGH SCHOOL;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;4;1;269;252;24800-2;24;822;0;0;1;44;1;44;30;1058;85,91913717;183;211;394;77;0;125;0;0;$1.000 A $10.000;$50.001 A $100.000;-33,53096666;-70,58467398;100;10067;3330;2995;300;18;10545,84358;5;0;21;0;12;0;3;Zona Sur;1,047565668;0;0,000496672;3,023123123;783,4404993;10570,07195;34,25;;44;44;35,26666667;252;Grupo 2
24801;0;COLEGIO HENRY FAYOL;13;METROPOLITANA DE SANTIAGO;13120;NUNOA;4;3;4;1;273;299;24801-0;12;378;2;75;1;40;0;0;16;537;90,14880952;75;43;118;14;0;15;0;0;MAS DE $100.000;MAS DE $100.000;-33,4506;-70,59295;100;13192;6362;571;5775;0;10843,46488;3;0;10;0;0;0;6;Zona Oriente;0,821972777;0;0,000227411;2,073561773;625,7403304;7693,261507;31,5;37,5;40;;33,5625;299;Grupo 1
24812;6;COLEGIO POLIV. SAN JOSE DE RENCA;13;METROPOLITANA DE SANTIAGO;13128;RENCA;3;2;2;1;270;283;24812-6;41;1595;3;96;1;44;1;44;48;1867;87,3624058;1018;0;1018;501;501;370;370;871;GRATUITO;GRATUITO;-33,4013313;-70,72015431;100;2662;790;722;36;26;1243,735644;4;0;6;0;3;0;2;Zona Poniente;0,467218499;0;0,00150263;3,369620253;3898,982903;11419,60663;38,90243902;32;44;44;38,89583333;283;Grupo 3
24826;6;COLEGIO NUESTRA SENORA DEL LORETO;13;METROPOLITANA DE SANTIAGO;13114;LAS CONDES;4;3;5;1;279;328;24826-6;18;683;0;0;0;0;0;0;21;815;94,61819558;233;215;448;8;0;17;0;0;$50.001 A $100.000;MAS DE $100.000;-33,379285;-70,5085;92,7992;11103;3890;1393;2487;5;37268,18198;14;0;21;2;1;0;8;Zona Oriente;3,356586686;0,000180131;0,00126092;2,854241645;4605,073375;16435,1591;37,94444444;;;;38,80952381;328;Grupo 1
24828;2;LICEO POLITEC.PARTIC.EL SENOR DE RENCA;13;METROPOLITANA DE SANTIAGO;13128;RENCA;3;2;2;1;224;223;24828-2;27;1026;1;44;1;44;1;44;34;1334;75,20575206;322;306;628;413;413;176;176;589;GRATUITO;GRATUITO;-33,40229643;-70,71164013;100;2359;772;535;195;6;588,7972009;0;0;2;0;29;0;1;Zona Poniente;0,2495961;0;0;3,055699482;3552,575373;10881,8179;38;44;44;44;39,23529412;223;Grupo 2
24842;8;COLEGIO LA FONTAINE;13;METROPOLITANA DE SANTIAGO;13120;NUNOA;4;3;5;1;242;279;24842-8;34;997;1;23;0;0;0;0;39;1182;93,37439723;168;184;352;12;0;39;0;0;MAS DE $100.000;MAS DE $100.000;-33,453592;-70,58;100;6086;2937;910;2013;0;16120,67818;4;1;14;0;8;0;3;Zona Oriente;2,648813372;0;0,000657246;2,072182499;117,5486864;8319,803701;29,32352941;23;;;30,30769231;279;Grupo 1
24843;6;COLEGIO POLIV. SAN LUIS BELTRAN;13;METROPOLITANA DE SANTIAGO;13124;PUDAHUEL;3;2;2;1;228;260;24843-6;68;2516;2;78;0;0;0;0;84;3079;88,91866608;631;533;1164;692;662;329;317;979;GRATUITO;GRATUITO;-33,42981274;-70,77083375;100;7218;2279;1783;299;72;13953,51837;5;0;14;0;109;0;3;Zona Poniente;1,933155772;0;0,000692713;3,167178587;3261,079938;13722,09555;37;39;;;36,6547619;260;Grupo 3
24856;8;COLEGIO TEGUALDA;13;METROPOLITANA DE SANTIAGO;13601;TALAGANTE;1;1;1;1;220;218;24856-8;50;1966;3;132;2;88;0;0;61;2436;87,42484389;346;294;640;480;480;99;99;579;GRATUITO;GRATUITO;-33,67551485;-70,94298778;100;1889;550;550;0;0;5846,166397;1;0;0;0;0;0;0;Otra;3,094847219;0;0,000529381;3,434545455;26824,89614;36937,82837;39,32;44;44;;39,93442623;218;Grupo 2
24864;9;COLEGIO SAN CRISTOBAL DE LAS CASAS;13;METROPOLITANA DE SANTIAGO;13110;LA FLORIDA;3;2;3;1;250;252;24864-9;45;1853;0;0;0;0;0;0;47;1941;97,59352324;421;356;777;394;394;247;0;394;$1.000 A $10.000;$25.001 A $50.000;-33,56054625;-70,56758681;100;13468;4347;3114;1120;46;38162,15172;20;0;38;3;32;0;23;Zona Sur;2,833542599;0,00022275;0,001485001;3,098228663;1594,708427;13503,63418;41,17777778;;;;41,29787234;252;Grupo 2
24873;8;COLEGIO  EPULLAY;13;METROPOLITANA DE SANTIAGO;13122;PENALOLEN;4;3;5;1;283;278;24873-8;53;1742;1;10;0;0;0;0;61;2000;93,51389565;292;302;594;10;0;6;0;0;MAS DE $100.000;MAS DE $100.000;-33,470592;-70,52376;100;6527;1928;1813;1;57;11824,08569;2;0;15;0;44;0;7;Otra;1,811565144;0;0,000306419;3,385373444;3687,589451;12370,89245;32,86792453;10;;;32,78688525;278;Grupo 1
24874;6;COLEGIO SAN BARTOLOME DE NOS;13;METROPOLITANA DE SANTIAGO;13403;CALERA DE TANGO;4;3;5;2;237;257;24874-6;24;764;0;0;0;0;1;26;27;852;93,95504995;117;92;209;15;0;21;0;0;MAS DE $100.000;MAS DE $100.000;-33,631631;-70,75168;48,9474;620;186;182;0;2;0;0;0;4;0;1;0;0;Otra;0;0;0;3,333333333;8889,719555;21847,97916;31,83333333;;;26;31,55555556;257;Grupo 2
24878;9;CENTRO EDUCACIONAL FERNANDO DE ARAGON;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;3;2;2;1;235;246;24878-9;91;3596;3;118;1;44;0;0;114;4540;84,03313554;1433;1534;2967;1893;1893;821;821;2714;GRATUITO;GRATUITO;-33,58122181;-70,5973062;84,3489;3848;1412;1404;0;0;18642,74613;6;0;15;2;3;0;2;Zona Sur;4,844788496;0,000519751;0,001559252;2,725212465;1525,897884;14267,51814;39,51648352;39,33333333;44;;39,8245614;246;Grupo 3
24884;3;COLEGIO ALCAZAR DE LAS CONDES;13;METROPOLITANA DE SANTIAGO;13114;LAS CONDES;4;3;5;1;285;315;24884-3;72;2709;4;137;0;0;1;44;84;3186;90,49268454;648;575;1223;21;0;74;0;0;MAS DE $100.000;MAS DE $100.000;-33,406228;-70,58062;100;17829;7509;380;7126;0;335706,0314;10;0;21;8;0;0;5;Zona Oriente;18,8292126;0,000448707;0,000560884;2,374350779;808,8364296;10137,74752;37,625;34,25;;44;37,92857143;315;Grupo 1
24885;1;COLEGIO KING SCHOOL CORDILLERA;13;METROPOLITANA DE SANTIAGO;13112;LA PINTANA;3;2;1;1;215;223;24885-1;73;2720;1;40;1;40;0;0;87;3288;79,34749251;862;966;1828;1340;1340;407;407;1747;GRATUITO;GRATUITO;-33,62186772;-70,62803369;100;17428;5072;2852;2205;9;52366,17732;4;0;14;2;2;0;4;Zona Sur;3,004715247;0,000114758;0,000229516;3,436119874;5052,051125;18016,18942;37,26027397;40;40;;37,79310345;223;Grupo 3
24889;4;LICEO BICENTENARIO MONSENOR ENRIQUE ALVEAR;13;METROPOLITANA DE SANTIAGO;13124;PUDAHUEL;6;4;1;1;254;251;24889-4;60;2280;1;44;2;88;1;44;73;2844;83,06850892;513;474;987;609;609;184;184;793;GRATUITO;GRATUITO;-33,46331704;-70,75335402;100;17277;4918;3853;1052;2;45152,98085;9;0;15;0;2;0;3;Zona Poniente;2,613473453;0;0,000520924;3,51301342;1475,006057;11830,03041;38;44;44;44;38,95890411;251;Grupo 2
24892;4;SANTA CRUZ COLLEGE;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;3;2;2;1;237;220;24892-4;29;1031;0;0;3;132;0;0;37;1383;78,67169374;408;365;773;525;525;149;149;674;GRATUITO;GRATUITO;-33,61452835;-70,56963486;100;3999;1134;1071;2;20;21719,31284;4;0;8;0;24;0;5;Zona Sur;5,431186006;0;0,00100025;3,526455026;793,274156;18258,95311;35,55172414;;44;;37,37837838;220;Grupo 2
24894;0;COLEGIO ARAUCARIA CORDILLERA;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;3;2;3;1;251;256;24894-0;18;585;2;68;0;0;0;0;27;935;96,29092437;281;235;516;157;0;213;0;0;GRATUITO;$25.001 A $50.000;-33,58321897;-70,57256798;100;9548;2816;2746;26;16;62253,15316;13;0;20;1;14;0;10;Zona Sur;6,52002023;0,000104734;0,001361542;3,390625;918,3088304;15192,81577;32,5;34;;;34,62962963;256;Grupo 2
24897;5;COLEGIO FARMLAND SCHOOL;13;METROPOLITANA DE SANTIAGO;13503;CURACAVI;4;3;5;1;295;311;24897-5;19;602;0;0;0;0;0;0;21;676;95,64531089;119;121;240;14;0;27;0;0;MAS DE $100.000;MAS DE $100.000;-33,40785;-71,13367;23,0303;193;76;75;0;1;0;1;0;0;0;0;0;0;Otra;0;0;0,005181347;2,539473684;36555,19607;46485,52244;31,68421053;;;;32,19047619;311;Grupo 1
24898;3;COLEGIO SAN FRANCISCO MISIONERO;13;METROPOLITANA DE SANTIAGO;13119;MAIPU;3;2;3;1;251;240;24898-3;18;626;2;88;0;0;0;0;24;867;100;229;260;489;197;197;190;0;197;$1.000 A $10.000;$10.001 A $25.000;-33,56459378;-70,786607;83,762;5334;1656;1554;0;68;5574,93609;7;1;0;2;19;0;12;Zona Poniente;1,045169871;0,000374953;0,001312336;3,221014493;8900,734614;18456,16868;34,77777778;44;;;36,125;240;Grupo 2
24903;3;COLEGIO MADRE DE JESUS;13;METROPOLITANA DE SANTIAGO;13604;PADRE HURTADO;3;2;3;1;266;266;24903-3;43;1705;0;0;1;44;0;0;49;1954;89,47823927;435;479;914;274;274;349;0;274;$1.000 A $10.000;$25.001 A $50.000;-33,56699;-70,785378;88,3713;6967;2445;2419;1;13;33480,94098;4;0;0;0;7;0;3;Otra;4,80564676;0;0,000574135;2,849488753;9111,859134;18533,16031;39,65116279;;44;;39,87755102;266;Grupo 2
24907;6;COLEGIO ALMENAR DE PIRQUE;13;METROPOLITANA DE SANTIAGO;13202;PIRQUE;4;3;5;1;249;260;24907-6;36;1508;0;0;0;0;0;0;41;1728;97,28018212;179;203;382;19;0;22;0;0;MAS DE $100.000;MAS DE $100.000;-33,646509;-70,5877;98,4942;4651;1434;1407;0;20;891,1383973;11;1;0;2;2;0;6;Otra;0,191601461;0,000430015;0,002365083;3,243375174;4276,065047;21094,99074;41,88888889;;;;42,14634146;260;Grupo 2
24908;4;COLEGIO PEDRO DE VALDIVIA LAS CONDES;13;METROPOLITANA DE SANTIAGO;13114;LAS CONDES;4;3;5;1;235;288;24908-4;75;2948;0;0;0;0;0;0;81;3200;89,01352239;636;588;1224;16;0;37;0;0;MAS DE $100.000;MAS DE $100.000;-33,370461;-70,5082;92,7992;11103;3890;1393;2487;5;37268,18198;14;0;21;2;1;0;8;Zona Oriente;3,356586686;0,000180131;0,00126092;2,854241645;5346,296545;17033,56345;39,30666667;;;;39,50617284;288;Grupo 1
24912;2;COLEGIO SANTA MONICA DE MELIPILLA;13;METROPOLITANA DE SANTIAGO;13501;MELIPILLA;4;3;5;1;278;272;24912-2;26;1005;0;0;1;44;1;30;29;1123;94,10828839;334;298;632;78;0;156;0;0;MAS DE $100.000;MAS DE $100.000;-33,683846;-71,21686;100;1223;443;425;5;1;1078,190595;3;0;0;1;6;0;5;Otra;0,881594927;0,000817661;0,002452984;2,760722348;48168,3544;58943,85367;38,65384615;;44;30;38,72413793;272;Grupo 2
24913;0;COLEGIO NUESTRA SENORA DE LA MERCED;13;METROPOLITANA DE SANTIAGO;13501;MELIPILLA;3;2;2;1;253;283;24913-0;25;692;0;0;1;44;0;0;29;868;85;2;315;317;162;162;124;124;286;GRATUITO;GRATUITO;-33,68708518;-71,21631018;100;806;320;312;3;1;11699,82709;0;1;0;3;1;0;4;Otra;14,51591451;0,003722084;0;2,51875;48284,96264;59046,69392;27,68;;44;;29,93103448;283;Grupo 2
24927;0;COLEGIO SAN  ANSELMO;13;METROPOLITANA DE SANTIAGO;13301;COLINA;4;3;5;1;257;326;24927-0;151;4866;3;132;0;0;1;44;162;5329;93,46003887;746;712;1458;0;0;1;0;0;MAS DE $100.000;MAS DE $100.000;-33,272897;-70,64245;88,214;17250;4865;4828;27;4;264590,8909;2;2;0;2;1;0;4;Zona Norte;15,33860237;0,000115942;0,000115942;3,545734841;11255,13473;21798,64674;32,22516556;44;;44;32,89506173;326;Grupo 1
24935;1;COLEGIO POLIV. SIEMBRA;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;3;2;2;1;218;221;24935-1;28;897;0;0;1;44;1;30;35;1174;85,78368141;222;198;420;333;333;62;62;395;GRATUITO;GRATUITO;-33,62489622;-70,60836926;100;10214;2980;2697;264;8;28268,05155;6;0;21;0;4;0;6;Zona Sur;2,767578965;0;0,000587429;3,427516779;3489,68401;18476,79086;32,03571429;;44;30;33,54285714;221;Grupo 2
24944;0;COLEGIO NUESTRA SEÑORA DEL CAMINO;13;METROPOLITANA DE SANTIAGO;13113;LA REINA;4;3;5;1;287;317;24944-0;45;1371;2;88;0;0;0;0;48;1503;97,014951;309;348;657;4;0;28;0;0;MAS DE $100.000;MAS DE $100.000;-33,445134;-70,55209;100;2624;834;817;8;1;23745,70745;1;0;9;0;3;0;0;Zona Oriente;9,049431194;0;0,000381098;3,146282974;847,6958553;10286,01024;30,46666667;44;;;31,3125;317;Grupo 1
24946;7;COLEGIO JORGE HUNEEUS ZEGERS;13;METROPOLITANA DE SANTIAGO;13112;LA PINTANA;3;2;1;1;225;226;24946-7;162;6504;2;88;1;44;3;132;181;7309;72,15963504;1604;1717;3321;2411;2411;749;749;3160;GRATUITO;GRATUITO;-33,56434917;-70,63014486;100;12610;3653;2639;1007;5;24605,14001;9;0;12;0;0;0;6;Zona Sur;1,951240286;0;0,000713719;3,451957295;2481,24845;12268,76486;40,14814815;44;44;44;40,38121547;226;Grupo 3
24956;4;COLEGIO TECNICO PROFESIONAL NOCEDAL;13;METROPOLITANA DE SANTIAGO;13112;LA PINTANA;3;2;2;1;255;309;24956-4;57;2293;0;0;1;44;0;0;62;2494;88,66655958;935;0;935;554;554;317;317;871;GRATUITO;GRATUITO;-33,59528521;-70,61507686;100;555;154;150;0;3;539,3677559;3;1;5;0;0;0;3;Zona Sur;0,971833794;0;0,005405405;3,603896104;3397,061505;15362,71704;40,22807018;;44;;40,22580645;309;Grupo 3
24963;7;COLEGIO BICENTENARIO DE SANTA MARIA DE EL MONTE;13;METROPOLITANA DE SANTIAGO;13602;EL MONTE;3;2;1;2;254;254;24963-7;31;1123;0;0;0;0;0;0;37;1375;84,825;348;295;643;457;457;142;142;599;GRATUITO;GRATUITO;-33,67349373;-70,99268689;100;7749;2263;1865;368;21;58967,35982;7;0;0;0;4;0;5;Otra;7,609673483;0;0,000903342;3,424215643;30229,83081;40416,20158;36,22580645;;;;37,16216216;254;Grupo 2
24966;1;COLEGIO SAN FELIPE;13;METROPOLITANA DE SANTIAGO;13124;PUDAHUEL;3;2;3;1;257;274;24966-1;18;512;0;0;1;44;0;0;22;688;85,92594863;210;209;419;184;184;138;0;184;$1.000 A $10.000;$50.001 A $100.000;-33,4625976;-70,7375492;100;7683;2501;2059;437;0;38154,16898;3;0;10;0;1;0;2;Zona Poniente;4,96605089;0;0,000390472;3,071971212;69,35645962;10588,21358;28,44444444;;44;;31,27272727;274;Grupo 2
24971;8;COLEGIO EL ENCUENTRO;13;METROPOLITANA DE SANTIAGO;13122;PENALOLEN;4;3;5;1;224;253;24971-8;18;654;0;0;0;0;0;0;19;698;90,57539683;109;124;233;10;0;20;0;0;MAS DE $100.000;MAS DE $100.000;-33,50324;-70,55013;100;4145;1290;1190;1;30;12600,72877;7;0;9;0;46;0;3;Otra;3,039982815;0;0,001688782;3,213178295;3229,636187;11124,63496;36,33333333;;;;36,73684211;253;Grupo 2
24976;9;COLEGIO SAN FELIPE DIACONO;13;METROPOLITANA DE SANTIAGO;13403;CALERA DE TANGO;4;3;5;1;263;291;24976-9;51;1747;0;0;0;0;0;0;57;1983;94,27653728;414;356;770;17;0;25;0;0;MAS DE $100.000;MAS DE $100.000;-33,608375;-70,79016;99,7039;27854;9091;8872;5;134;115954,471;17;0;0;0;34;0;15;Otra;4,162937853;0;0,000610325;3,063909361;10972,47387;21869,57512;34,25490196;;;;34,78947368;291;Grupo 1
24977;7;COLEGIO MAYOR TOBALABA;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;4;3;5;1;275;306;24977-7;62;2268;0;0;0;0;0;0;63;2312;94,57388404;589;632;1221;47;0;129;0;0;MAS DE $100.000;MAS DE $100.000;-33,562587;-70,55605;97,8369;5843;1764;1484;264;12;53979,88837;4;0;7;0;3;0;5;Zona Sur;9,238385825;0;0,00068458;3,312358277;2602,81287;14242,39778;36,58064516;;;;36,6984127;306;Grupo 1
24978;5;COLEGIO PART.POLITECNICO EYZAGUIRRE;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;3;2;1;1;230;240;24978-5;84;3406;2;88;1;44;1;44;110;4383;81,96180437;1118;1046;2164;1496;1496;569;569;2065;GRATUITO;GRATUITO;-33,61620352;-70,60882903;100;7776;2390;816;1562;5;21752,36995;8;0;11;0;4;0;6;Zona Sur;2,797372679;0;0,001028807;3,253556485;3169,412952;17563,50901;40,54761905;44;44;44;39,84545455;240;Grupo 3
24979;3;COLEGIO LOS ALERCES;13;METROPOLITANA DE SANTIAGO;13115;LO BARNECHEA;4;3;5;1;296;350;24979-3;94;2530;0;0;0;0;0;0;101;2762;93,73330836;0;895;895;0;0;4;0;0;MAS DE $100.000;MAS DE $100.000;-33,364072;-70,51881;100;8699;3428;1555;1822;21;52298,6733;2;0;21;2;21;0;4;Zona Oriente;6,012032797;0,000229911;0,000229911;2,537631272;5414,481292;16786,05107;26,91489362;;;;27,34653465;338,875;Grupo 1
24985;8;COLEGIO KENDAL ENGLISH SCHOOL ANEXO;13;METROPOLITANA DE SANTIAGO;13123;PROVIDENCIA;4;3;5;1;248;350;24985-8;32;891;0;0;0;0;0;0;36;1006;95,12544818;107;90;197;4;0;13;0;0;MAS DE $100.000;MAS DE $100.000;-33,435191;-70,59016;100;8024;3528;1063;2458;0;24592,61508;4;0;14;1;1;0;6;Zona Oriente;3,064882238;0,000124626;0,000498504;2,274376417;740,7219713;8184,252831;27,84375;;;;27,94444444;338,875;Grupo 1
24986;6;COLEGIO CENTENARIO;13;METROPOLITANA DE SANTIAGO;13119;MAIPU;4;3;5;1;234;266;24986-6;41;1348;0;0;0;0;0;0;42;1392;99,16213417;315;291;606;33;0;84;0;0;MAS DE $100.000;MAS DE $100.000;-33,499932;-70,76097;92,2096;8612;2669;2043;508;64;15946,6104;16;0;19;2;43;0;17;Zona Poniente;1,851673294;0,000232234;0,001857873;3,226676658;1367,43617;13181,66088;32,87804878;;;;33,14285714;266;Grupo 2
24988;2;COLEGIO ALMENAR DEL MAIPO;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;4;3;5;1;259;293;24988-2;49;2038;1;44;1;44;0;0;55;2302;100;333;305;638;9;0;32;0;0;MAS DE $100.000;MAS DE $100.000;-33,596282;-70,51526;40,7249;597;191;189;0;1;4382,941883;3;0;3;0;0;0;1;Zona Sur;7,341611194;0;0,005025126;3,12565445;5751,707911;19173,87409;41,59183673;44;44;;41,85454545;293;Grupo 1
24995;5;COLEGIO SAN FERNANDO DE PUENTE ALTO;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;3;2;2;1;246;231;24995-5;26;788;0;0;0;0;1;44;29;920;71,07696409;227;205;432;229;209;142;0;209;GRATUITO;$10.001 A $25.000;-33,62338011;-70,57767189;100;1572;471;465;1;4;0;5;0;5;0;1;0;9;Zona Sur;0;0;0,003180662;3,337579618;1563,795403;18914,12437;30,30769231;;;44;31,72413793;231;Grupo 2
25001;5;COLEGIO GREENLAND SCHOOL;13;METROPOLITANA DE SANTIAGO;13106;ESTACION CENTRAL;4;3;5;1;278;337;25001-5;89;3557;0;0;0;0;2;88;100;4038;96,81282178;810;796;1606;38;0;125;0;0;MAS DE $100.000;MAS DE $100.000;-33,457625;-70,72278;100;551;232;23;209;0;74811,40154;3;0;25;0;0;0;0;Zona Centro;135,7738685;0;0,005444646;2,375;654,6398581;9537,894027;39,96629213;;;44;40,38;337;Grupo 1
25012;0;COLEGIO PART.SAN SEBASTIAN DE MELIPILLA;13;METROPOLITANA DE SANTIAGO;13501;MELIPILLA;3;2;2;1;265;271;25012-0;45;1665;0;0;1;44;1;44;51;1929;100;593;581;1174;504;0;455;0;0;GRATUITO;$25.001 A $50.000;-33,68112255;-71,194218;89,0171;4487;1775;1584;188;2;22109,73203;4;0;0;0;0;0;6;Otra;4,92750881;0;0,000891464;2,527887324;46161,05204;56922,46568;37;;44;44;37,82352941;271;Grupo 3
25026;0;COLEGIO POLIV. FRANCISCO DE VILLAGRA;13;METROPOLITANA DE SANTIAGO;13605;PENAFLOR;3;2;2;1;249;249;25026-0;41;1604;4;112;0;0;0;0;51;1846;83,84553967;482;480;962;642;594;234;0;594;GRATUITO;$10.001 A $25.000;-33,60772047;-70,86602428;100;1410;409;399;0;7;2271,648613;0;0;0;2;0;0;1;Otra;1,611098307;0,00141844;0;3,447432763;16822,15599;26858,97875;39,12195122;28;;;36,19607843;249;Grupo 2
25027;9;COLEGIO POLIV. NUEVA NAZARET;13;METROPOLITANA DE SANTIAGO;13112;LA PINTANA;3;2;3;1;255;254;25027-9;38;1295;0;0;0;0;0;0;39;1335;100;307;393;700;368;368;238;238;606;GRATUITO;GRATUITO;-33,58343715;-70,61534247;100;1959;603;378;204;16;0;10;0;15;1;1;0;7;Zona Sur;0;0,000510465;0,005104645;3,248756219;3202,190804;14192,48596;34,07894737;;;;34,23076923;254;Grupo 2
25028;7;CENTRO EDUC. DIEGO DE ALMAGRO;13;METROPOLITANA DE SANTIAGO;13122;PENALOLEN;3;2;2;1;261;254;25028-7;41;1523;0;0;1;44;0;0;49;1847;93,89582501;443;484;927;623;623;234;234;857;GRATUITO;GRATUITO;-33,4843593;-70,56380336;100;9344;2483;2184;275;16;26249,00886;8;0;9;0;4;0;2;Otra;2,809183311;0;0,000856164;3,76318969;1378,14493;9604,897371;37,14634146;;44;;37,69387755;254;Grupo 2
25032;5;COLEGIO POLIVALENTE SEMBRADOR;13;METROPOLITANA DE SANTIAGO;13301;COLINA;3;2;1;1;213;206;25032-5;36;1494;1;44;0;0;0;0;44;1743;91,54407576;609;601;1210;874;874;194;194;1068;GRATUITO;GRATUITO;-33,20448223;-70,67253519;91,1359;4449;1388;1191;83;47;48600,93142;2;0;0;1;63;0;7;Zona Norte;10,92401246;0,00022477;0,000449539;3,205331412;17986,99951;29399,38226;41,5;44;;;39,61363636;206;Grupo 3
25038;4;COLEGIO JOSE M.BALMACEDA DE MELIPILLA;13;METROPOLITANA DE SANTIAGO;13501;MELIPILLA;3;2;2;1;242;226;25038-4;21;599;2;76;0;0;1;44;26;795;100;254;192;446;220;220;170;170;390;GRATUITO;GRATUITO;-33,68046191;-71,19277794;89,0171;4487;1775;1584;188;2;22109,73203;4;0;0;0;0;0;6;Otra;4,92750881;0;0,000891464;2,527887324;46008,77925;56771,35895;28,52380952;38;;44;30,57692308;226;Grupo 2
25048;1;COLEGIO CASTELGANDOLFO;13;METROPOLITANA DE SANTIAGO;13604;PADRE HURTADO;4;3;5;1;261;287;25048-1;35;1319;1;44;1;44;0;0;39;1486;97,9446767;484;468;952;78;0;192;0;0;GRATUITO;MAS DE $100.000;-33,56283345;-70,79078479;83,762;5334;1656;1554;0;68;5574,93609;7;1;0;2;19;0;12;Otra;1,045169871;0,000374953;0,001312336;3,221014493;8865,64966;18626,21836;37,68571429;44;44;;38,1025641;287;Grupo 1
25050;3;COLEGIO PARTICULAR SAN MATEO;13;METROPOLITANA DE SANTIAGO;13201;PUENTE ALTO;3;2;2;1;226;224;25050-3;42;1455;0;0;1;44;1;44;48;1719;85,38942316;380;267;647;309;309;198;198;507;GRATUITO;GRATUITO;-33,58090144;-70,55939325;93,7134;18009;5440;5428;1;4;59345,81814;9;0;24;2;1;0;6;Zona Sur;3,295342225;0,000111056;0,00049975;3,310477941;2060,249686;15559,7881;34,64285714;;44;44;35,8125;224;Grupo 2
